ID,NAME,HEALTH,DAMAGE,RANGE,SPEED,LOS
18913,rosa,7,10,3,1,7
18914,rosabell,4,8,3,1,6
18915,rosado,5,6,2,2,8
18916,rosaleen,8,1,1,7,2
18917,rosalia,2,1,2,4,6
18918,rosalie,1,4,1,10,3
18919,rosalind,4,5,3,3,3
18920,rosaline,9,10,1,1,8
18921,rosalyn,10,3,2,6,2
18922,rosalynd,4,10,2,3,8
18923,rosamond,2,1,2,6,3
18924,rosana,3,10,2,1,5
18925,rosanna,6,6,3,8,5
18926,rosanne,10,2,2,5,8
18927,rosch,1,4,2,4,8
18928,rosco,5,6,3,5,9
18929,roscoe,1,7,2,4,7
18930,rose,4,2,1,8,9
18931,roseann,3,1,2,4,8
18932,roseanne,6,5,1,6,5
18933,rosebud,8,10,1,5,3
18934,roseland,6,5,2,4,7
18935,roselia,1,3,2,4,3
18936,roselin,2,1,1,3,2
18937,roseline,1,8,2,2,4
18938,rosella,2,10,1,3,9
18939,roselle,6,4,1,7,5
18940,rosemari,1,8,1,4,7
18941,rosemary,3,5,2,10,9
18942,rosemond,2,1,1,1,8
18943,rosen,10,6,3,1,1
18944,rosenbau,2,6,2,10,4
18945,rosenber,8,9,2,8,3
18946,rosenblu,4,9,2,4,2
18947,rosendal,4,4,3,9,2
18948,rosenfel,10,6,2,3,8
18949,roser,2,10,1,8,9
18950,rosette,6,3,3,1,8
18951,rosewell,2,3,2,5,9
18952,rosey,8,4,2,4,6
18953,roshelle,2,3,3,7,2
18954,rosie,3,7,2,3,6
18955,rosien,7,3,3,3,9
18956,rosina,8,1,2,2,5
18957,rosita,10,2,1,5,1
18958,rosko,7,1,3,3,7
18959,roslyn,1,10,3,4,7
18960,rosmunda,2,4,1,8,9
18961,rospars,2,6,2,10,3
18962,ross,2,4,1,2,6
18963,ross-ada,6,9,3,3,7
18964,ross-ros,8,1,1,8,10
18965,rossanes,10,2,3,9,2
18966,rosser,9,8,3,5,6
18967,rossi,1,6,2,3,9
18968,rossie,5,2,2,6,9
18969,rossigno,1,7,2,8,1
18970,rossingt,4,8,3,2,10
18971,rosson,3,10,2,3,8
18972,rossy,5,4,1,1,5
18973,rosvick,2,5,3,8,10
18974,rosy,9,7,3,6,6
18975,roszko,3,3,3,5,5
18976,rotenber,7,5,3,7,8
18977,roth,2,4,1,7,10
18978,rothamel,6,2,3,7,1
18979,rothey,4,2,2,2,7
18980,rotondo,3,10,1,5,3
18981,rotzjean,5,9,1,5,8
18982,rouer,6,7,2,1,5
18983,rouhad,6,6,3,10,3
18984,rouleau,1,1,3,1,10
18985,roulez,6,10,3,1,2
18986,roundy,6,3,3,7,3
18987,roupen,5,10,3,4,6
18988,rourk,1,2,3,4,10
18989,rourke,9,8,2,9,2
18990,rous,4,8,1,10,2
18991,rousseau,4,5,3,5,4
18992,roussier,2,8,2,7,8
18993,roussin,2,10,2,3,5
18994,roussy,7,3,3,2,4
18995,routing,1,8,3,10,10
18996,rouvin,7,3,2,6,10
18997,row,3,8,2,9,5
18998,rowan,9,1,3,9,6
18999,rowatt,9,8,1,2,4
19000,rowe,1,4,3,2,10
19001,rowell,9,4,3,5,5
19002,rowen,6,1,2,3,3
19003,rowena,9,9,3,4,7
19004,rowhani,2,8,3,3,6
19005,rowland,8,9,3,9,2
19006,rowlands,2,8,2,5,8
19007,rowley,7,8,2,2,3
19008,rowsell,2,10,3,6,9
19009,roxana,2,9,2,1,8
19010,roxane,6,7,1,4,4
19011,roxanna,3,7,3,1,6
19012,roxanne,3,7,3,6,7
19013,roxi,2,5,2,9,10
19014,roxie,3,1,3,2,8
19015,roxine,1,7,3,1,10
19016,roxy,6,3,1,2,3
19017,roy,4,10,2,5,8
19018,roya,2,2,2,8,10
19019,royal,10,1,2,7,8
19020,royall,10,1,1,10,6
19021,royce,2,9,3,5,1
19022,roychowd,7,1,2,6,8
19023,royden,1,4,3,7,4
19024,royer,5,3,2,7,6
19025,royle,6,5,1,8,6
19026,royster,4,4,1,4,7
19027,rozaini,6,9,1,6,1
19028,rozalia,1,1,2,3,8
19029,rozalie,5,3,2,5,9
19030,rozanne,6,4,1,2,2
19031,roze,3,3,2,5,2
19032,rozele,3,4,3,3,1
19033,rozella,4,1,2,3,2
19034,rozelle,2,6,1,9,5
19035,rozen,3,6,2,8,6
19036,rozett,1,3,3,8,5
19037,rozier,8,1,3,7,3
19038,rozin,6,6,2,4,8
19039,rozina,7,8,1,6,7
19040,rozon,10,9,1,2,7
19041,rozumna,9,4,1,4,7
19042,rtingres,6,1,3,2,7
19043,rtp,4,6,2,7,5
19044,rtpbuild,6,7,2,7,7
19045,rtprelb,10,6,3,4,2
19046,ru,9,6,1,5,3
19047,ruban,2,1,3,4,7
19048,rubanovi,7,4,2,7,3
19049,rube,5,4,1,3,2
19050,ruben,10,5,3,6,1
19051,rubens,10,10,1,6,4
19052,rubenste,8,9,3,3,7
19053,rubetta,8,4,2,9,2
19054,rubie,9,10,1,2,3
19055,rubin,8,3,3,3,6
19056,rubina,4,4,2,4,6
19057,rubinfel,1,7,2,10,8
19058,rubinov,9,4,2,6,1
19059,rubio,8,10,3,5,6
19060,ruchel,5,8,3,1,2
19061,ruck,2,10,1,7,3
19062,ruckman,8,4,2,7,2
19063,rud,1,7,3,4,8
19064,ruddell,6,3,2,9,9
19065,ruddick,10,7,3,3,4
19066,ruddie,4,6,3,3,5
19067,ruddle,5,4,1,5,7
19068,ruddy,2,4,3,4,10
19069,rudell,5,7,1,10,1
19070,rudiak,9,7,2,5,5
19071,rudie,5,3,1,8,4
19072,rudiger,1,5,1,2,3
19073,rudin,8,8,1,5,2
19074,rudisill,5,7,2,1,2
19075,rudolf,1,1,1,7,8
19076,rudolfo,1,8,2,8,8
19077,rudolph,4,2,3,8,5
19078,rudy,3,4,2,5,8
19079,rudyard,5,10,1,7,2
19080,rudzinsk,4,9,2,8,1
19081,rudzitis,3,8,2,3,1
19082,rueben,3,10,1,4,3
19083,ruecha,5,5,3,9,10
19084,ruediger,4,6,3,4,4
19085,ruel,5,7,2,2,1
19086,ruest,3,7,1,7,10
19087,ruey,9,6,3,7,3
19088,rufe,3,2,3,8,7
19089,ruffolo,1,7,1,1,6
19090,rufino,7,4,3,3,9
19091,rufus,10,1,3,9,8
19092,rugg,9,2,2,9,5
19093,ruggiero,5,7,1,7,2
19094,rui,2,9,3,5,3
19095,rui-tao,8,9,1,5,1
19096,rui-yuan,7,3,2,7,1
19097,ruigrok,2,10,3,3,3
19098,ruitao,8,1,2,7,9
19099,ruiz,6,5,3,6,3
19100,rummel,7,2,2,6,10
19101,rummell,10,6,1,2,9
19102,runciman,2,6,1,10,7
19103,rundle,9,10,2,1,1
19104,rundstei,3,2,3,5,10
19105,rungroj,3,2,3,2,8
19106,runkel,8,2,2,9,9
19107,runnels,3,6,3,6,10
19108,running,8,2,3,1,9
19109,runyon,3,9,3,6,1
19110,ruoh-chy,2,6,2,8,2
19111,ruohchyu,3,2,2,10,5
19112,rupa,4,4,3,7,10
19113,rupert,10,2,2,9,2
19114,ruperta,2,7,3,1,1
19115,ruperto,2,1,2,7,7
19116,rupnow,6,6,1,4,9
19117,ruppert,9,3,3,7,3
19118,ruprecht,9,3,1,4,6
19119,ruqiang,3,4,3,4,8
19120,rurick,4,4,1,6,9
19121,rurik,2,3,1,6,8
19122,rusch,7,5,1,9,9
19123,ruschmei,8,1,2,4,1
19124,rushing,6,5,1,5,6
19125,rushton,3,6,2,10,9
19126,rusin,5,1,2,3,9
19127,ruspini,5,5,3,3,1
19128,russ,4,1,1,1,3
19129,russel,2,1,1,9,7
19130,russell,1,9,3,6,7
19131,russett,3,9,1,10,4
19132,rustie,9,1,1,8,8
19133,rustin,5,7,1,2,1
19134,rustu,7,10,2,8,2
19135,rusty,2,7,1,9,9
19136,rutger,2,10,2,6,2
19137,ruth,4,4,3,9,5
19138,ruthann,6,10,3,3,2
19139,ruthanne,8,10,1,5,4
19140,ruthart,10,4,2,9,4
19141,ruthe,5,1,3,10,8
19142,rutherfo,6,5,2,1,5
19143,ruthi,3,2,2,10,3
19144,ruthy,1,7,1,1,9
19145,rutledge,10,4,3,4,3
19146,rutt,5,4,1,7,10
19147,ruttan,9,8,3,6,1
19148,rutter,4,7,2,10,6
19149,ruttger,10,4,3,7,5
19150,rutulis,1,3,2,2,8
19151,rutyna,2,8,1,5,3
19152,ruud,2,6,3,7,4
19153,ruy,8,1,1,10,3
19154,ruyant,3,10,1,3,9
19155,ruyle,5,8,2,3,4
19156,ruzicka,5,7,2,4,7
19157,ruzycki,10,2,2,4,6
19158,ryall,6,2,3,8,7
19159,ryals,6,10,2,1,5
19160,ryan,3,2,3,7,9
19161,ryann,3,5,2,4,9
19162,rybczyns,2,9,1,1,5
19163,rycca,5,4,1,7,10
19164,ryce,6,7,3,7,4
19165,rychlick,8,2,2,7,4
19166,ryde,1,4,2,1,3
19167,ryder,2,1,3,10,3
19168,rydhan,5,5,2,10,1
19169,ryerson,4,6,1,6,1
19170,rygwalsk,4,8,1,7,9
19171,rykwalde,10,1,3,7,5
19172,ryley,3,2,1,7,5
19173,rylott,9,9,2,3,5
19174,ryman,1,10,1,5,10
19175,rymkiewi,3,7,1,8,3
19176,rynders,9,1,2,10,4
19177,ryohei,3,3,3,4,8
19178,ryon,7,8,3,5,5
19179,ryoung,10,8,1,10,1
19180,ryszard,10,4,2,2,3
19181,ryun,3,5,1,8,8
19182,rzepczyn,7,10,2,9,2
19183,sa'id,2,5,3,4,2
19184,saad,6,8,2,2,3
19185,saal,1,1,3,7,2
19186,saatciog,1,7,3,1,3
19187,saavedra,1,3,1,3,6
19188,saba,2,3,2,1,5
19189,sabadash,8,7,1,7,7
19190,sabah,7,2,3,1,4
19191,sabanaya,7,5,3,10,6
19192,sabat,6,1,3,10,7
19193,sabatell,7,7,1,2,1
19194,sabatini,4,6,3,4,1
19195,sabatino,3,9,2,3,1
19196,saber,5,5,2,3,1
19197,saberi,5,5,2,9,6
19198,sabety,6,2,3,3,4
19199,sabiha,2,4,2,10,4
19200,sabin,5,4,3,8,6
19201,sabina,5,4,2,1,9
19202,sabol,5,1,1,1,7
19203,sabooria,8,6,3,5,1
19204,sabourin,1,9,1,8,10
19205,sabra,10,6,2,8,2
19206,sabrina,4,5,2,8,10
19207,sabuson,2,10,1,8,6
19208,sabzali,1,8,2,4,6
19209,sacchett,8,3,1,3,9
19210,sacha,4,4,1,10,10
19211,sachiko,2,2,1,1,10
19212,sachindr,3,8,3,6,3
19213,sachs,1,8,3,5,7
19214,sacto,2,8,1,7,2
19215,sada,9,4,1,10,4
19216,sadan,6,3,3,9,3
19217,sadath,1,8,3,9,9
19218,sadegh,2,6,3,9,5
19219,sadeghi,10,5,1,5,8
19220,sadella,1,5,1,4,9
19221,sadie,6,5,1,1,7
19222,sadler,1,4,1,8,2
19223,sadorra,1,2,2,7,3
19224,sadowska,9,3,2,6,2
19225,sadoyama,5,10,1,3,8
19226,sadri,4,9,2,10,1
19227,sadroudi,1,6,3,5,1
19228,sadru,4,7,2,9,6
19229,sadye,3,9,2,7,8
19230,saed,5,10,1,1,9
19231,saeed,2,8,3,4,4
19232,saeid,3,3,3,10,10
19233,safaa,2,5,2,3,7
19234,safah,8,1,1,5,1
19235,safinia,7,8,3,1,9
19236,sagan,1,9,1,2,10
19237,sage,9,1,2,1,1
19238,sager,2,7,1,1,2
19239,sagers,9,9,3,7,2
19240,sagris,7,10,2,4,4
19241,saha,2,9,3,4,9
19242,sahay,2,5,2,10,6
19243,sahib,2,2,3,3,6
19244,sahinalp,5,10,2,3,1
19245,sahli,8,9,2,2,9
19246,saibal,8,3,2,10,5
19247,said,6,9,1,2,2
19248,saidee,4,6,3,3,1
19249,saidzade,2,5,2,7,9
19250,saied,9,1,1,7,7
19251,saifalla,5,2,1,4,5
19252,saifulla,4,6,1,2,2
19253,saiid,7,2,1,5,3
19254,saikaley,9,4,3,6,4
19255,saini,3,3,3,7,5
19256,sainsbur,1,2,2,3,8
19257,sait,10,3,1,8,3
19258,saito,2,4,2,9,2
19259,saitoh,8,3,3,9,2
19260,saiyed,5,6,2,8,10
19261,sakaguch,9,6,2,3,9
19262,sakai,8,8,1,4,3
19263,sakauye,1,2,1,9,3
19264,sakus,7,7,1,6,7
19265,sal,3,9,3,2,5
19266,salada,3,1,1,2,9
19267,saladna,8,7,1,4,2
19268,salah,1,7,1,5,1
19269,salaidh,10,9,3,5,3
19270,salam,3,7,2,10,4
19271,salamon,1,9,3,8,3
19272,salazar,3,9,2,6,1
19273,salb,1,1,3,2,7
19274,salcudea,1,7,1,1,5
19275,saldanha,4,4,3,9,4
19276,saleem,2,9,2,5,3
19277,saleh,10,4,1,3,1
19278,salehi,2,5,2,8,4
19279,salem,7,6,1,9,5
19280,salembie,2,6,1,8,8
19281,sales,4,8,1,6,9
19282,salgado,3,8,2,8,6
19283,salhany,2,7,3,10,7
19284,salibi,8,5,2,6,9
19285,salim,6,3,3,10,4
19286,salim-ya,7,10,2,1,5
19287,salina,4,9,2,6,8
19288,salinas,1,5,2,3,1
19289,salis,5,7,2,8,7
19290,salkilld,4,4,2,5,6
19291,salkini,7,6,1,7,8
19292,salkok,3,5,1,9,8
19293,salladay,7,6,2,9,5
19294,salle,3,2,1,2,7
19295,sallee,4,4,2,8,5
19296,sallehud,6,1,2,10,7
19297,salli,6,7,3,5,9
19298,sally,4,10,2,6,5
19299,sallyann,2,6,3,7,8
19300,salmon,3,4,3,1,8
19301,saloma,2,10,1,4,6
19302,salome,4,1,1,6,2
19303,salomi,4,7,2,3,8
19304,salomon,4,9,1,3,7
19305,salsbery,2,2,3,5,9
19306,saltamar,10,1,1,3,6
19307,saltside,6,6,1,1,3
19308,salva,3,1,3,2,6
19309,salvador,7,5,1,5,3
19310,salvato,7,5,3,4,9
19311,salvator,6,8,2,1,7
19312,salvidor,7,6,2,2,7
19313,salvin,8,8,1,8,4
19314,salwa,4,4,3,2,2
19315,salyer,9,6,2,1,9
19316,salyniuk,8,9,1,3,7
19317,salzillo,8,8,2,4,6
19318,sam,6,8,3,4,10
19319,samac,6,10,2,4,3
19320,samalot,2,7,2,6,4
19321,saman,9,4,3,3,6
19322,samantha,10,5,3,5,2
19323,samara,7,6,2,5,8
19324,samaratu,5,1,2,1,5
19325,samaria,9,3,1,1,10
19326,samaroo,4,4,2,3,2
19327,sambar,3,1,3,1,3
19328,sambi,5,8,3,1,6
19329,sambo,1,5,1,5,3
19330,sameh,7,3,2,7,10
19331,samhaber,1,2,3,10,3
19332,sami,8,7,2,6,3
19333,samia,1,7,3,8,9
19334,samieian,3,9,1,8,7
19335,samir,6,5,1,3,10
19336,sammie,6,2,2,1,3
19337,sammon,2,5,3,1,4
19338,sammons,2,3,3,9,1
19339,sammy,6,8,3,2,6
19340,samora,5,9,1,3,10
19341,sampat,2,7,2,8,3
19342,sampath,1,9,3,7,7
19343,samples,1,4,2,6,6
19344,sampson,6,2,2,9,6
19345,sampson-,2,5,1,7,3
19346,samshixu,2,5,2,9,3
19347,samsonen,4,8,1,2,4
19348,samual,6,2,1,10,1
19349,samuel,1,3,2,8,8
19350,samuele,6,7,2,3,2
19351,samy,3,9,1,10,5
19352,sanaa,2,8,3,2,8
19353,sanabria,3,2,1,1,6
19354,sanae,4,4,1,5,9
19355,sanand,5,6,3,4,8
19356,sanche,3,7,1,4,2
19357,sanchez,7,1,3,2,6
19358,sancho,9,2,1,3,2
19359,sanda,10,2,2,5,4
19360,sandberg,2,10,2,3,10
19361,sandburg,7,2,1,4,7
19362,sande,5,1,3,10,6
19363,sandeep,7,3,3,7,5
19364,sander,9,2,2,2,4
19365,sanders,3,2,1,10,8
19366,sanderso,3,6,2,1,3
19367,sandford,3,10,2,8,5
19368,sandhar,4,9,3,3,5
19369,sandhu,3,9,1,4,8
19370,sandhya,3,6,2,6,3
19371,sandi,2,9,1,6,9
19372,sandie,1,4,3,4,8
19373,sandifor,5,3,2,1,7
19374,sandison,3,9,2,2,3
19375,sandiway,8,10,1,7,4
19376,sandler,1,6,1,5,3
19377,sandlfor,3,2,2,2,8
19378,sandner,5,6,1,7,7
19379,sandness,6,9,2,2,6
19380,sandor,7,5,1,5,8
19381,sandra,5,5,3,4,5
19382,sandre,6,5,3,2,9
19383,sandrine,7,1,3,4,10
19384,sandro,3,4,3,5,3
19385,sandrock,10,3,2,9,3
19386,sandy,8,5,3,6,8
19387,sandye,3,10,2,6,1
19388,sanford,2,2,1,1,10
19389,sanford-,5,5,2,4,6
19390,sang,9,2,2,9,5
19391,sang-mau,9,1,3,8,8
19392,sang-woo,6,6,3,5,10
19393,sangbong,1,5,1,10,6
19394,sangha,2,10,2,7,3
19395,sanghami,8,1,2,10,10
19396,sangho,6,2,3,7,10
19397,sangiova,6,8,3,8,3
19398,sangman,3,8,2,3,5
19399,sangwook,8,6,2,6,4
19400,sanh,8,5,1,8,3
19401,sanity,4,1,1,9,6
19402,sanja,9,2,3,9,5
19403,sanjay,7,8,1,6,8
19404,sanjeet,2,9,3,5,7
19405,sanjeev,1,3,1,2,9
19406,sanjib,3,9,1,5,7
19407,sanjiv,4,6,1,10,4
19408,sanjiva,1,2,1,5,2
19409,sanjoy,5,5,2,7,7
19410,sankey,9,8,2,2,4
19411,sanks,6,4,2,3,5
19412,sanoy,6,8,2,4,1
19413,sanramon,3,3,3,7,6
19414,sanschag,8,4,1,5,2
19415,sansom,5,7,2,9,3
19416,sanson,8,9,1,6,2
19417,sansone,6,1,1,6,3
19418,santa,8,7,2,2,10
19419,santabar,10,2,1,8,7
19420,santella,6,1,1,3,1
19421,santi,7,5,3,3,10
19422,santiago,5,9,2,1,9
19423,santiest,4,7,2,2,7
19424,santo,4,10,1,5,4
19425,santos,5,5,1,8,3
19426,sanzone,2,9,3,1,3
19427,sapena,5,10,1,5,2
19428,saphir,4,2,2,6,10
19429,sapphira,8,5,3,5,7
19430,sapphire,2,9,2,7,9
19431,saqib,5,10,3,2,1
19432,sara,8,3,1,7,9
19433,sara-ann,1,1,1,9,8
19434,sarah,4,3,3,4,7
19435,saran,3,10,3,2,10
19436,saran-br,4,2,1,6,2
19437,sarangar,7,10,2,5,3
19438,sarasina,5,8,2,9,4
19439,sarath,6,1,1,7,2
19440,saravano,1,1,2,9,9
19441,sarawath,3,2,1,2,4
19442,sarbutt,1,4,1,4,4
19443,saree,7,6,2,2,1
19444,sarena,3,5,3,10,4
19445,sarene,10,1,3,3,1
19446,sarette,2,8,2,7,5
19447,sarge,4,8,1,6,8
19448,sargent,2,7,1,3,4
19449,sargeson,10,4,3,9,6
19450,sari,6,8,2,9,5
19451,sarin,4,6,1,9,3
19452,sarina,4,7,2,8,4
19453,sarine,6,7,3,1,6
19454,sarita,8,9,1,6,5
19455,sarkari,5,4,2,6,6
19456,sarlos,9,1,2,10,10
19457,sarma,7,7,3,7,3
19458,sarna,4,7,1,4,3
19459,saroj,4,6,2,4,5
19460,sarrasin,6,6,2,5,5
19461,sarrazin,3,10,3,9,3
19462,sarsh,1,2,1,7,3
19463,sarson,1,5,3,7,7
19464,sartin,4,2,3,8,10
19465,sarto,6,3,1,9,1
19466,sartor,2,6,3,6,10
19467,sarubbi,5,7,2,1,10
19468,sasaki,7,8,2,5,4
19469,sascha,1,6,3,3,1
19470,sasha,5,3,3,2,9
19471,sashenka,3,8,1,3,3
19472,sashi,4,10,3,1,6
19473,sasinows,8,7,2,4,4
19474,saskia,4,2,1,1,5
19475,sasore,8,6,1,6,2
19476,sassan,5,1,3,4,7
19477,sassine,6,7,2,3,10
19478,sasson,6,8,1,4,3
19479,sathe,4,10,2,7,4
19480,sati,10,10,2,1,7
19481,satin,9,6,1,6,7
19482,satis,5,3,2,1,9
19483,satish,2,7,3,3,8
19484,satkunas,9,6,2,4,2
19485,sato,10,3,1,1,10
19486,satoh,7,10,1,2,8
19487,satoshi,1,2,2,4,6
19488,satta,5,7,1,7,9
19489,sattar,2,5,3,10,7
19490,satterfi,5,2,1,1,5
19491,sattler,4,2,3,2,6
19492,satya,9,1,1,9,7
19493,satyajit,7,10,1,8,4
19494,satyanar,6,2,3,10,3
19495,saucerma,5,2,1,6,4
19496,sauck,2,6,2,5,6
19497,sauder,6,7,2,5,9
19498,saudra,4,4,2,3,6
19499,sauer,7,5,1,6,5
19500,saul,1,8,3,9,3
19501,saulnier,1,1,2,5,2
19502,sauls,2,1,1,10,1
19503,saumitra,10,4,2,5,2
19504,saumure,1,2,3,1,1
19505,saumya,1,2,2,5,1
19506,sauncho,4,8,2,2,8
19507,saunder,6,6,1,6,1
19508,saunderc,2,10,2,4,10
19509,saunders,5,1,2,9,6
19510,saundra,7,5,3,6,5
19511,saungika,6,8,2,9,4
19512,sauprobo,3,8,3,1,9
19513,sauvagea,7,2,3,4,7
19514,sauve,5,2,2,8,4
19515,sauveur,9,1,2,10,1
19516,savadkou,7,8,1,7,6
19517,savanh,3,6,3,7,7
19518,savard,9,3,3,6,3
19519,savarimu,6,8,2,8,3
19520,savaryeg,10,3,3,3,8
19521,savina,10,4,3,3,5
19522,savino,2,10,3,6,4
19523,savita,10,9,2,3,3
19524,savo,2,6,3,1,9
19525,savoie,9,7,1,6,6
19526,savoj,1,3,3,3,4
19527,savoula,9,5,3,6,2
19528,saw,7,2,2,1,3
19529,sawada,9,2,2,9,6
19530,saward,1,7,3,7,3
19531,sawaya,2,9,1,5,4
19532,sawchuk,4,3,3,1,4
19533,sawczyn,5,2,3,4,4
19534,sawita,5,4,2,6,7
19535,sawsan,1,8,2,2,5
19536,sawyer,8,1,3,7,10
19537,sawyere,1,10,3,3,9
19538,sawyers,4,7,1,4,4
19539,sax,8,5,2,2,10
19540,saxe,7,7,2,5,2
19541,saxena,7,3,3,3,4
19542,say,6,5,3,6,5
19543,sayar,3,6,3,1,10
19544,sayed,5,1,2,1,1
19545,sayeeda,2,10,2,8,4
19546,sayegh,4,2,3,7,9
19547,sayer,4,4,1,5,9
19548,sayers,7,4,3,8,4
19549,sayla,2,1,3,6,9
19550,sayre,8,8,3,6,4
19551,sayres,1,1,3,9,3
19552,scalabri,9,2,1,4,1
19553,scalera,6,10,2,7,2
19554,scales,6,2,3,10,6
19555,scamurra,7,7,3,8,3
19556,scandret,6,8,1,1,7
19557,scanga,3,3,3,6,10
19558,scanlan,8,10,1,7,2
19559,scanlon,6,3,1,5,3
19560,scapin,6,1,2,1,10
19561,scarboro,8,3,3,1,9
19562,scarbrou,6,7,2,8,8
19563,scarface,3,7,2,6,4
19564,scarffe,3,2,2,8,7
19565,scarlet,4,3,1,8,10
19566,scarlett,2,8,2,8,4
19567,scarrow,1,8,1,5,1
19568,scatena,8,9,3,1,7
19569,scates,6,6,1,8,2
19570,schaap,1,2,3,2,8
19571,schacham,9,2,2,6,10
19572,schachtl,10,4,1,6,4
19573,schack,1,8,2,2,8
19574,schadan,4,7,1,10,4
19575,schaefer,1,2,3,5,3
19576,schafer,8,6,1,10,4
19577,schaffel,8,4,1,10,8
19578,schaffer,6,1,3,9,4
19579,schallen,9,3,2,2,9
19580,schaller,5,5,1,9,2
19581,schallio,8,9,3,8,3
19582,schanck,10,9,3,6,3
19583,schank,5,7,2,8,9
19584,schanne,1,2,2,5,6
19585,scharf,6,8,1,1,5
19586,schartma,5,3,2,5,7
19587,schatzbe,2,4,1,5,6
19588,schauer,6,4,3,2,9
19589,schavo,9,8,2,3,5
19590,schavone,4,7,2,1,10
19591,schechtm,3,8,3,6,4
19592,scheck,7,2,3,6,5
19593,scheckle,5,5,3,3,10
19594,schecter,8,3,1,8,3
19595,schedule,1,4,1,8,6
19596,scheer,9,4,3,4,3
19597,scheffle,10,3,1,7,1
19598,scheible,4,8,1,7,8
19599,scheidt,10,4,2,2,3
19600,scheifel,1,10,1,1,7
19601,schejbal,8,7,1,2,5
19602,schell,4,1,1,9,9
19603,schellen,1,2,1,7,5
19604,schembri,3,6,1,7,2
19605,schemena,1,5,2,7,1
19606,schenck,9,9,1,1,5
19607,schendel,7,2,2,10,2
19608,schenk,8,1,3,4,6
19609,schenkel,5,7,1,5,1
19610,schepps,8,3,1,6,8
19611,scherbin,5,5,3,6,4
19612,scherer,10,1,3,4,4
19613,schermer,8,1,2,4,3
19614,schesvol,9,10,2,3,2
19615,scheuerm,5,4,1,1,6
19616,schick,2,2,3,2,3
19617,schieber,1,8,2,4,6
19618,schiefer,1,6,1,6,9
19619,schiegl,9,5,3,5,5
19620,schierba,2,6,3,3,8
19621,schill,10,5,2,4,2
19622,schiller,8,2,2,9,8
19623,schillin,8,9,3,3,5
19624,schiltz,9,10,2,7,2
19625,schinkel,4,2,1,9,4
19626,schipper,2,4,1,10,5
19627,schireso,2,10,3,8,5
19628,schirmer,7,1,3,3,8
19629,schirtzi,3,8,3,7,1
19630,schissel,10,9,1,6,1
19631,schittl,9,9,1,9,2
19632,schlacht,2,7,3,9,4
19633,schlagen,5,10,3,2,4
19634,schlange,6,1,1,3,10
19635,schledwi,6,8,3,6,4
19636,schlegel,5,8,1,3,10
19637,schlemme,2,8,2,5,2
19638,schlicht,4,8,2,1,10
19639,schloboh,2,8,2,5,4
19640,schluter,8,1,3,10,6
19641,schmadtk,6,2,1,9,5
19642,schmeder,6,7,1,5,2
19643,schmeing,4,5,2,10,8
19644,schmeler,5,6,2,1,4
19645,schmelze,8,3,3,3,9
19646,schmidt,4,3,3,9,1
19647,schmitig,6,9,2,6,4
19648,schmitt,9,5,2,10,4
19649,schmitz,4,1,3,6,5
19650,schmoe,4,8,1,5,1
19651,schnacke,1,8,2,9,2
19652,schnaith,10,5,3,1,6
19653,schneide,8,10,2,2,8
19654,schnell,1,4,1,7,1
19655,schnurma,1,4,2,1,10
19656,schober,3,6,3,4,7
19657,schoen,4,10,3,2,4
19658,schoener,4,2,3,3,8
19659,schoenfe,8,2,2,3,1
19660,schoenin,7,3,3,7,5
19661,schoenli,6,3,1,4,10
19662,schoettl,7,10,2,3,6
19663,schofiel,6,2,3,1,4
19664,scholes,3,10,1,8,6
19665,scholey,6,2,2,1,7
19666,scholman,1,3,3,4,5
19667,scholtz,6,7,2,6,5
19668,schonber,8,2,1,10,1
19669,schooley,4,4,1,10,2
19670,schopenh,6,7,3,10,2
19671,schousbo,4,1,1,2,6
19672,schouwen,5,3,3,6,10
19673,schrader,9,8,3,6,5
19674,schrag,6,9,3,5,1
19675,schrage,9,2,1,9,4
19676,schram,5,9,2,3,7
19677,schraner,7,1,2,4,8
19678,schrang,1,8,2,10,10
19679,schreibe,1,1,3,3,3
19680,schreier,3,8,3,8,5
19681,schreife,9,4,2,3,8
19682,schreine,7,8,2,2,3
19683,schroede,4,6,3,2,7
19684,schroer,2,1,3,1,8
19685,schroff,9,7,2,7,2
19686,schruefe,4,5,3,8,8
19687,schrupp,7,6,3,4,10
19688,schrybur,2,10,1,8,8
19689,schuck,1,4,2,9,8
19690,schucker,2,3,1,5,6
19691,schuddeb,2,1,1,2,1
19692,schuette,6,1,1,4,8
19693,schuld,8,9,3,6,1
19694,schulte,4,7,3,2,10
19695,schultz,7,5,1,3,5
19696,schultze,8,1,1,7,6
19697,schulz,10,8,3,1,3
19698,schulze,9,7,2,6,5
19699,schumach,8,8,3,8,1
19700,schuster,4,9,3,8,5
19701,schute,5,7,1,10,1
19702,schutte,3,2,1,7,2
19703,schutz,8,6,1,2,2
19704,schuyler,3,6,2,6,4
19705,schvan,5,10,2,4,3
19706,schwab,6,8,3,4,2
19707,schwader,2,4,2,4,4
19708,schwalba,1,6,1,3,4
19709,schwane,7,7,3,8,5
19710,schwante,7,2,1,2,6
19711,schwartz,2,8,1,5,9
19712,schwarz,4,5,3,1,4
19713,schyndel,6,9,1,3,2
19714,schyving,1,8,1,9,2
19715,scibek,1,8,2,9,9
19716,scif,8,8,3,2,8
